Date,Open,High,Low,Close,Adj Close,Volume
2021-10-28,2621.000000,2637.800049,2591.100098,2599.350098,2599.350098,404017
2021-10-29,2586.000000,2595.149902,2502.550049,2537.600098,2537.600098,340018
2021-11-01,2531.199951,2555.000000,2494.000000,2537.350098,2537.350098,347023
2021-11-02,2551.899902,2551.899902,2497.000000,2500.899902,2500.899902,416615
2021-11-03,2504.750000,2520.449951,2461.000000,2483.850098,2483.850098,249022
2021-11-04,2494.899902,2505.000000,2490.050049,2498.800049,2498.800049,64847
2021-11-08,2510.100098,2522.000000,2457.649902,2502.000000,2502.000000,183715
2021-11-09,2502.000000,2528.949951,2486.699951,2520.050049,2520.050049,282251
2021-11-10,2518.899902,2558.000000,2503.850098,2549.399902,2549.399902,108322
2021-11-11,2549.399902,2571.000000,2535.949951,2554.949951,2554.949951,266898
2021-11-12,2560.000000,2598.800049,2557.000000,2592.500000,2592.500000,283433
2021-11-15,2600.000000,2602.100098,2570.000000,2578.550049,2578.550049,104839
2021-11-16,2573.000000,2576.000000,2495.000000,2512.100098,2512.100098,245061
2021-11-17,2499.699951,2500.000000,2460.350098,2464.050049,2464.050049,370002
2021-11-18,2459.899902,2489.000000,2450.600098,2472.750000,2472.750000,242463
2021-11-22,2440.000000,2446.250000,2351.000000,2363.399902,2363.399902,416968
2021-11-23,2339.000000,2401.500000,2309.399902,2386.149902,2386.149902,457139
2021-11-24,2381.399902,2410.850098,2344.000000,2350.899902,2350.899902,1856369
2021-11-25,2375.500000,2502.800049,2358.000000,2494.399902,2494.399902,476931
2021-11-26,2470.000000,2477.449951,2403.000000,2412.149902,2412.149902,397321
2021-11-29,2412.000000,2500.000000,2400.000000,2442.500000,2442.500000,451870
2021-11-30,2466.000000,2475.899902,2390.000000,2406.750000,2406.750000,568273
2021-12-01,2425.500000,2474.600098,2425.500000,2466.899902,2466.899902,334818
2021-12-02,2466.899902,2496.000000,2461.199951,2483.800049,2483.800049,212570
2021-12-03,2490.149902,2494.949951,2400.100098,2408.149902,2408.149902,385570
2021-12-06,2421.000000,2424.550049,2357.149902,2363.300049,2363.300049,406872
2021-12-07,2381.699951,2403.750000,2373.550049,2381.600098,2381.600098,243374
2021-12-08,2427.000000,2431.449951,2407.100098,2417.399902,2417.399902,655272
2021-12-09,2431.100098,2474.899902,2425.449951,2455.850098,2455.850098,170477
2021-12-10,2444.000000,2466.100098,2430.500000,2458.949951,2458.949951,127783
2021-12-13,2470.000000,2474.500000,2405.000000,2409.800049,2409.800049,285664
2021-12-14,2389.000000,2406.000000,2373.500000,2380.399902,2380.399902,286591
2021-12-15,2384.850098,2404.500000,2361.750000,2372.500000,2372.500000,271038
2021-12-16,2404.000000,2414.500000,2369.000000,2404.449951,2404.449951,147405
2021-12-17,2395.000000,2408.750000,2320.000000,2341.149902,2341.149902,426622
2021-12-20,2315.000000,2320.899902,2248.000000,2277.199951,2277.199951,1104898
2021-12-21,2304.600098,2345.000000,2293.000000,2310.100098,2310.100098,165141
2021-12-22,2314.500000,2372.000000,2314.500000,2365.949951,2365.949951,244736
2021-12-23,2372.000000,2380.000000,2358.949951,2364.649902,2364.649902,127047
2021-12-24,2367.000000,2391.899902,2337.649902,2372.250000,2372.250000,182225
2021-12-27,2362.899902,2377.750000,2348.949951,2369.800049,2369.800049,79886
2021-12-28,2384.000000,2405.000000,2374.350098,2397.699951,2397.699951,100293
2021-12-29,2391.899902,2418.399902,2382.449951,2403.050049,2403.050049,136021
2021-12-30,2398.000000,2405.250000,2346.000000,2356.449951,2356.449951,395909
2021-12-31,2370.000000,2384.300049,2360.050049,2368.149902,2368.149902,181300
2022-01-03,2367.500000,2408.949951,2364.949951,2404.350098,2404.350098,272926
2022-01-04,2410.000000,2461.949951,2403.000000,2457.750000,2457.750000,559316
2022-01-05,2460.149902,2476.300049,2433.000000,2466.050049,2466.050049,256771
2022-01-06,2454.000000,2454.000000,2409.000000,2416.600098,2416.600098,311647
2022-01-07,2436.000000,2457.649902,2411.500000,2435.949951,2435.949951,371610
2022-01-10,2453.949951,2456.449951,2416.550049,2437.649902,2437.649902,166454
2022-01-11,2431.100098,2474.100098,2431.100098,2454.899902,2454.899902,334250
2022-01-12,2472.449951,2524.350098,2465.399902,2520.600098,2520.600098,196309
2022-01-13,2523.699951,2540.949951,2508.800049,2535.350098,2535.350098,272194
2022-01-14,2530.000000,2566.500000,2525.800049,2538.699951,2538.699951,233864
2022-01-17,2539.600098,2565.000000,2538.750000,2552.300049,2552.300049,102051
2022-01-18,2553.000000,2562.800049,2515.500000,2520.850098,2520.850098,194301
2022-01-19,2526.300049,2541.649902,2508.800049,2521.399902,2521.399902,132491
2022-01-20,2497.000000,2511.250000,2455.000000,2478.800049,2478.800049,202569
2022-01-21,2450.149902,2501.949951,2450.149902,2478.100098,2478.100098,320142
2022-01-24,2478.100098,2504.100098,2352.699951,2377.550049,2377.550049,579337
2022-01-25,2364.699951,2388.600098,2305.050049,2373.699951,2373.699951,439517
2022-01-27,2345.000000,2355.550049,2312.000000,2338.250000,2338.250000,385697
2022-01-28,2365.000000,2372.399902,2329.000000,2335.399902,2335.399902,2787192
2022-01-31,2355.000000,2406.350098,2355.000000,2386.350098,2386.350098,185589
2022-02-01,2410.000000,2420.550049,2347.649902,2380.449951,2380.449951,2496945
2022-02-02,2410.399902,2410.399902,2376.000000,2383.500000,2383.500000,337670
2022-02-03,2384.000000,2401.550049,2348.000000,2352.699951,2352.699951,136394
2022-02-04,2349.000000,2349.550049,2322.000000,2331.800049,2331.800049,330454
2022-02-07,2338.000000,2356.800049,2305.050049,2317.649902,2317.649902,1643527
2022-02-08,2333.000000,2359.949951,2310.000000,2355.600098,2355.600098,1601702
2022-02-09,2367.100098,2386.600098,2358.600098,2383.949951,2383.949951,1356126
2022-02-10,2397.399902,2397.399902,2365.000000,2379.000000,2379.000000,226054
2022-02-11,2374.000000,2384.000000,2343.949951,2376.850098,2376.850098,192243
2022-02-14,2300.000000,2354.000000,2300.000000,2338.800049,2338.800049,310248
2022-02-15,2352.000000,2424.000000,2335.850098,2417.350098,2417.350098,389799
2022-02-16,2427.550049,2432.050049,2396.000000,2412.350098,2412.350098,241833
2022-02-17,2418.000000,2454.399902,2410.500000,2444.899902,2444.899902,248666
2022-02-18,2435.000000,2456.000000,2421.000000,2424.149902,2424.149902,242341
2022-02-21,2414.899902,2436.800049,2385.000000,2400.149902,2400.149902,248274
2022-02-22,2352.000000,2395.699951,2346.750000,2388.199951,2388.199951,388107
2022-02-23,2398.600098,2406.050049,2367.899902,2373.800049,2373.800049,187278
2022-02-24,2314.000000,2339.850098,2242.500000,2255.600098,2255.600098,550535
2022-02-25,2275.600098,2307.000000,2275.600098,2283.949951,2283.949951,234948
2022-02-28,2247.050049,2367.000000,2245.000000,2359.100098,2359.100098,361763
2022-03-02,2349.100098,2400.449951,2331.100098,2398.399902,2398.399902,298733
2022-03-03,2411.000000,2414.449951,2370.000000,2378.199951,2378.199951,232245
2022-03-04,2355.000000,2364.699951,2320.550049,2325.350098,2325.350098,206310
2022-03-07,2296.000000,2311.850098,2222.649902,2239.949951,2239.949951,577322
2022-03-08,2205.000000,2245.800049,2181.000000,2236.699951,2236.699951,665930
2022-03-09,2249.000000,2366.699951,2233.949951,2353.800049,2353.800049,430958
2022-03-10,2415.000000,2415.000000,2360.000000,2393.250000,2393.250000,481296
2022-03-11,2372.000000,2410.399902,2372.000000,2398.500000,2398.500000,292287
2022-03-14,2394.000000,2424.350098,2375.000000,2418.550049,2418.550049,316063
2022-03-15,2431.800049,2431.800049,2341.199951,2363.449951,2363.449951,412984
2022-03-16,2387.949951,2407.050049,2376.449951,2403.250000,2403.250000,276207
2022-03-17,2438.000000,2496.899902,2401.149902,2479.649902,2479.649902,286443
2022-03-21,2452.000000,2483.699951,2442.000000,2467.149902,2467.149902,207916
2022-03-22,2463.699951,2535.000000,2454.000000,2531.100098,2531.100098,304284
2022-03-23,2526.199951,2565.000000,2526.199951,2539.699951,2539.699951,200221
2022-03-24,2515.000000,2583.500000,2512.050049,2577.899902,2577.899902,327758
2022-03-25,2577.899902,2615.000000,2577.000000,2596.699951,2596.699951,195991
2022-03-28,2611.000000,2629.149902,2586.899902,2621.649902,2621.649902,342191
2022-03-29,2637.000000,2637.000000,2608.199951,2622.149902,2622.149902,128043
2022-03-30,2637.899902,2688.000000,2617.750000,2673.000000,2673.000000,154596
2022-03-31,2673.000000,2673.000000,2628.899902,2633.949951,2633.949951,188426
2022-04-01,2641.300049,2664.800049,2622.500000,2654.449951,2654.449951,84826
2022-04-04,2657.000000,2675.000000,2644.250000,2663.050049,2663.050049,137978
2022-04-05,2655.000000,2668.850098,2621.149902,2625.399902,2625.399902,112402
2022-04-06,2588.649902,2634.050049,2588.600098,2619.350098,2619.350098,146948
2022-04-07,2599.500000,2603.250000,2567.000000,2571.750000,2571.750000,244738
2022-04-08,2563.000000,2625.000000,2562.600098,2616.750000,2616.750000,265594
2022-04-11,2599.000000,2638.000000,2582.649902,2609.800049,2609.800049,209888
2022-04-12,2588.000000,2602.399902,2556.000000,2560.149902,2560.149902,213157
2022-04-13,2577.000000,2592.899902,2546.000000,2552.449951,2552.449951,156923
2022-04-18,2530.250000,2559.050049,2522.600098,2544.149902,2544.149902,215288
2022-04-19,2554.100098,2667.000000,2551.100098,2638.449951,2638.449951,545067
2022-04-20,2655.750000,2733.649902,2650.000000,2718.399902,2718.399902,458162
2022-04-21,2759.000000,2788.800049,2733.649902,2782.149902,2782.149902,280821
2022-04-22,2765.050049,2800.649902,2743.850098,2758.449951,2758.449951,314673
2022-04-25,2739.449951,2758.350098,2664.399902,2694.850098,2694.850098,208296
2022-04-26,2708.000000,2795.649902,2708.000000,2775.699951,2775.699951,240951
2022-04-27,2759.699951,2827.100098,2757.000000,2777.899902,2777.899902,389360
2022-04-28,2815.000000,2850.000000,2786.300049,2819.199951,2819.199951,264655
2022-04-29,2855.000000,2855.000000,2777.550049,2790.800049,2790.800049,202927
2022-05-02,2755.500000,2805.000000,2755.500000,2780.550049,2780.550049,244590
2022-05-04,2785.000000,2785.149902,2675.800049,2693.149902,2693.149902,3251053
2022-05-05,2721.000000,2729.649902,2632.000000,2640.750000,2640.750000,355466
2022-05-06,2640.750000,2659.550049,2594.600098,2621.149902,2621.149902,249708
2022-05-09,2575.000000,2597.199951,2507.100098,2517.149902,2517.149902,394528
2022-05-10,2499.000000,2525.250000,2459.000000,2473.250000,2473.250000,228368
2022-05-11,2478.699951,2485.050049,2421.899902,2449.750000,2449.750000,269992
2022-05-12,2419.000000,2440.000000,2370.000000,2400.949951,2400.949951,375949
2022-05-13,2432.000000,2478.000000,2416.050049,2428.050049,2428.050049,290185
2022-05-16,2432.000000,2480.750000,2416.449951,2427.399902,2427.399902,207222
2022-05-17,2443.000000,2540.399902,2435.000000,2530.699951,2530.699951,336675
2022-05-18,2539.000000,2570.000000,2508.300049,2538.800049,2538.800049,276653
2022-05-19,2470.000000,2511.000000,2466.449951,2479.199951,2479.199951,728658
2022-05-20,2515.000000,2643.000000,2503.000000,2622.149902,2622.149902,277207
2022-05-23,2630.000000,2653.750000,2592.949951,2605.949951,2605.949951,278346
2022-05-24,2624.000000,2637.800049,2598.000000,2616.000000,2616.000000,147965
2022-05-25,2632.350098,2655.800049,2601.850098,2611.149902,2611.149902,248030
2022-05-26,2618.000000,2633.899902,2547.699951,2587.449951,2587.449951,183889
2022-05-27,2596.949951,2605.550049,2539.350098,2575.199951,2575.199951,199303
2022-05-30,2619.800049,2673.000000,2594.850098,2663.750000,2663.750000,263592
2022-05-31,2646.000000,2678.750000,2615.850098,2633.899902,2633.899902,590084
2022-06-01,2632.350098,2654.949951,2616.100098,2632.199951,2632.199951,147783
2022-06-02,2645.000000,2732.000000,2635.649902,2724.500000,2724.500000,299786
2022-06-03,2746.949951,2816.350098,2740.000000,2779.500000,2779.500000,636698
2022-06-06,2780.600098,2813.750000,2751.550049,2766.899902,2766.899902,275733
2022-06-07,2764.000000,2791.000000,2754.000000,2772.500000,2772.500000,154819
2022-06-08,2775.199951,2782.100098,2715.600098,2724.300049,2724.300049,186942
2022-06-09,2709.000000,2802.000000,2709.000000,2798.600098,2798.600098,298046
2022-06-10,2774.350098,2790.050049,2701.600098,2714.000000,2714.000000,246751
2022-06-13,2653.800049,2673.300049,2616.399902,2662.800049,2662.800049,187994
2022-06-14,2653.000000,2670.149902,2613.850098,2627.350098,2627.350098,152984
2022-06-15,2610.000000,2637.399902,2585.100098,2596.300049,2596.300049,163116
2022-06-16,2622.000000,2658.600098,2554.949951,2559.199951,2559.199951,282255
2022-06-17,2532.000000,2624.449951,2532.000000,2589.300049,2589.300049,259291
2022-06-20,2607.000000,2618.100098,2521.100098,2542.800049,2542.800049,141291
2022-06-21,2552.399902,2592.699951,2529.000000,2584.550049,2584.550049,135235
2022-06-22,2563.000000,2563.000000,2501.000000,2505.199951,2505.199951,191652
2022-06-23,2520.000000,2524.899902,2446.000000,2464.600098,2464.600098,282095
2022-06-24,2490.000000,2510.949951,2468.250000,2500.750000,2500.750000,182130
2022-06-27,2549.000000,2549.000000,2482.000000,2491.949951,2491.949951,180405
2022-06-28,2482.149902,2535.000000,2482.149902,2529.000000,2529.000000,127683
2022-06-29,2504.350098,2596.850098,2501.000000,2579.050049,2579.050049,305035
2022-06-30,2576.000000,2615.800049,2567.300049,2594.050049,2594.050049,209154
2022-07-01,2580.000000,2591.649902,2365.000000,2408.949951,2408.949951,1078836
2022-07-04,2388.800049,2441.850098,2367.000000,2413.949951,2413.949951,893090
2022-07-05,2424.949951,2464.649902,2417.600098,2433.199951,2433.199951,435731
2022-07-06,2425.050049,2441.149902,2387.399902,2411.949951,2411.949951,259341
2022-07-07,2424.800049,2433.899902,2375.050049,2387.649902,2387.649902,452454
2022-07-08,2414.899902,2415.850098,2383.000000,2391.500000,2391.500000,222410
2022-07-11,2380.000000,2428.000000,2370.300049,2423.199951,2423.199951,805038
2022-07-12,2411.000000,2439.000000,2403.899902,2420.149902,2420.149902,203047
2022-07-13,2429.000000,2433.949951,2373.000000,2377.300049,2377.300049,185355
2022-07-14,2389.699951,2434.500000,2377.500000,2396.949951,2396.949951,249673
2022-07-15,2420.000000,2420.000000,2383.600098,2401.550049,2401.550049,105343
